,Site,Code,Ucode,,,TStart,TStop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEName,EName
UNKMR5,M9150,-,LP,,-,-,UNKO  M9150,Unknown Soviet cruise meteo launch site,-,,,,-,-                -,,-
UNKMR5,M9151,-,LP,,-,-,UNKO  M9151,Unknown Soviet cruise meteo launch site,-,,,,-,-                -,,-
UNKMR5,M9152,-,LP,,-,-,UNKO  M9152,Unknown Soviet cruise meteo launch site,-,,,,-,-                -,,-
UNKMR5,M9153,-,LP,,-,-,UNKO  M9153,Unknown Soviet cruise meteo launch site,-,,,,-,-                -,,-
UNKMR6,M9133,-,LP,,-,-,UNKO  M9133,Unknown Soviet cruise meteo launch site see also UNKMR4/UNKMR5,-,,,,-,-                -,,-
UNKMR6,M9137,-,LP,,-,-,UNKO  M9137,Unknown Soviet cruise meteo launch site see also UNKMR5,-,,,,-,-                -,,-
UNKMR6,M9145,-,LP,,-,-,UNKO  M9145,Unknown Soviet cruise meteo launch site see also UNKMR5,-,,,,-,-                -,,-
V,RW30,-,LP,,1990,*,V     RW30,"RW30,    Vandenberg AFB, California",-,-120.5658,34.7321,0.0050,USAF,-                -,,-
V,RW30/12,-,LP,,1990,*,V     RW30/12,"RW30/12, Vandenberg AFB, California",-,-120.5658,34.7321,0.0050,USAF,-                -,,-
V,394A1,-,LP,,1962 Sep 28,1963 Dec 20,V     394A1,"Silo 394-A1, Vandenberg AFB",-,-120.5740,34.8420,0.0050,USAF,-                -,,-
V,394A2,-,LP,,1962 Sep 28,1963 Dec 20,V     394A2,"Silo 394-A2, Vandenberg AFB",-,-120.5699,34.8427,0.0050,USAF,-                -,,-
V,394A3,-,LP,,1962 Sep 28,1963 Dec 20,V     394A3,"Silo 394-A3, Vandenberg AFB",-,-120.5968,34.8567,0.0050,USAF,-                -,,-
V,394A4,-,LP,,1962 Sep 28,1963 Dec 20,V     394A4,"Silo 394-A4, Vandenberg AFB",-,-120.5984,34.8592,0.0050,USAF,-                -,,-
V,394A5,-,LP,,1962 Sep 28,1963 Dec 20,V     394A5,"Silo 394-A5, Vandenberg AFB",-,-120.6220,34.8811,0.0050,USAF,-                -,,-
V,394A6,-,LP,,1962 Sep 28,1963 Dec 20,V     394A6,"Silo 394-A6, Vandenberg AFB",-,-120.6212,34.8847,0.0050,USAF,-                -,,-
V,394A7,-,LP,,1962 Sep 28,1963 Dec 20,V     394A7,"Silo 394-A7, Vandenberg AFB",-,-120.5862,34.8468,0.0050,USAF,-                -,,-
V,395-A1,-,LP,,1961 Sep 23,1965 Mar  5,V     395-A1,"Silo 395-A1, Vandenberg AFB",-,-120.5348,34.8016,0.0050,USAF,-                -,,-
V,395-A2,-,LP,,1961 Sep 23,1965 Mar  5,V     395-A2,"Silo 395-A2, Vandenberg AFB",-,-120.5373,34.8003,0.0050,USAF,-                -,,-
V,395-A3,-,LP,,1961 Sep 23,1965 Mar  5,V     395-A3,"Silo 395-A3, Vandenberg AFB",-,-120.5365,34.8023,0.0050,USAF,-                -,,-
V,395-B,-,LP,,1964 Feb 17,1969 May 20,V     395-B,"Silo 395-B, Vandenberg AFB",-,-120.5992,34.7783,0.0050,USAF,-                -,,-
V,395-C,-,LP,,1963 Feb 16,1976 Jun 27,V     395-C,"Silo 395-C, Vandenberg AFB",-,-120.5898,34.7304,0.0050,USAF,-                -,,-
V,395-D,-,LP,,1963 May 13,1966 Apr  5,V     395-D,"Silo 395-D, Vandenberg AFB",-,-120.5846,34.7030,0.0050,USAF,-                -,,-
V,4300B6,75-2-6,LP,,1965 Jan 19,1967 Feb  8,V     4300B6,"Complex 4300-B6, Vandenberg AFB",-,-120.6172,34.7612,0.0500,USAF,-                -,,-
V,4300C,-,LP,,1963 Dec,1967 Feb,V     4300C,"Complex 4300C, Vandenberg AFB",-,-120.6085,34.7667,0.0050,USAF,-                -,,-
V,576A1,-,LP,,1959 Sep  9,1965 Mar 26,V     576A1,"Complex 576-A1, Vandenberg AFB",-,-120.5930,34.7741,0.0050,USAF,-                -,,-
V,576A2,-,LP,,1959 Sep  9,1965 Mar 26,V     576A2,"Complex 576-A2, Vandenberg AFB",-,-120.5886,34.7740,0.0050,USAF,-                -,,-
V,576A3,-,LP,,1959 Sep  9,1965 Mar 26,V     576A3,"Complex 576-A3, Vandenberg AFB",-,-120.5919,34.7783,0.0050,USAF,-                -,,-
V,576B1,-,LP,,1960 Apr 22,1965 May  6,V     576B1,"Complex 576-B1, Vandenberg AFB",-,-120.5870,34.7896,0.0050,USAF,-                -,,-
V,576B2,-,LP,,1960 Apr 22,1965 May  6,V     576B2,"Complex 576-B2, Vandenberg AFB",-,-120.5829,34.7868,0.0050,USAF,-                -,,-
V,576B3,-,LP,,1960 Apr 22,1965 May  6,V     576B3,"Complex 576-B3, Vandenberg AFB",-,-120.5865,34.7893,0.0050,USAF,-                -,,-
V,576C,-,LP,,1963 Jul  3,1963 Sep 25,V     576C,"Complex 576-C, Vandenberg AFB",-,-120.5745,34.8051,0.0050,USAF,-                -,,-
V,576D,-,LP,,1963 Mar 16,1964 Aug 31,V     576D,"Complex 576-D, Vandenberg AFB",-,-120.5471,34.8167,0.0050,USAF,-                -,,-
V,576E,-,LP,,1962 Aug  1,*,V     576E,"Complex 576-E, Vandenberg AFB",-,-120.6123,34.7372,0.0050,USAF,-                -,,-
V,576F,-,LP,,1963 Aug 24,1964 Aug 27,V     576F,"Complex 576-F, Vandenberg AFB",-,-120.5797,34.7937,0.0050,USAF,-                -,,-
V,576G,-,LP,,1963 Oct  4,1965 Jan  8,V     576G,"Complex 576-G, Vandenberg AFB",-,-120.5511,34.8192,0.0050,USAF,-                -,,-
V,BOM1,-,LP,,1966,1982,V     BOM1,"BOMARC Complex 1, Vandenberg AFB",-,-120.5911,34.7961,0.0050,USAF,-                -,,-
V,BOM2,-,LP,,1966,1982,V     BOM2,"BOMARC Complex 2, Vandenberg AFB",-,-120.5911,34.7982,0.0050,USAF,-                -,,-
V,HP-06,-,LP,,-,-,V     HP-06,"HP-06 GLCM launcher, Vandenberg AFB",-,-120.6,34.8,0.1,USAF,-                -,,-
V,75-1-1,-,LP,,1958 Dec 16,1966 Jun 24,V     75-1-1,"Complex 75-1, Pad 1, Vandenberg AFB",-,-120.6106,34.7468,0.0050,USAF,-                -,,-
V,75-1-2,-,LP,,1959 Sep 17,1966 Feb  9,V     75-1-2,"Complex 75-1, Pad 2, Vandenberg AFB",-,-120.6155,34.7523,0.0050,USAF,-                -,,-
V,75-2-6,-,LP,,1959 Jun 16,1959 Aug 14,V     75-2-6,"Complex 75-2, Pad 6, Vandenberg AFB",-,-120.6172,34.7612,0.0500,USAF,-                -,,-
V,75-2-7,-,LP,,1960 Jun 22,1961 Jun 20,V     75-2-7,"Complex 75-2, Pad 7, Vandenberg AFB",-,-120.6139,34.7592,0.0500,USAF,-                -,,-
V,75-2-8,-,LP,,1959 Apr 16,1960 Dec 13,V     75-2-8,"Complex 75-2, Pad 8, Vandenberg AFB",-,-120.6147,34.7633,0.0050,USAF,-                -,,-
V,75-3-4,-,LP,,1959 Jan 21,1966 Mar  9,V     75-3-4,"Complex 75-3, Pad 4, Vandenberg AFB",-,-120.6237,34.7550,0.0050,USAF,-                -,,-
V,75-3-5,-,LP,,1959 Jun 25,1966 Jun 21,V     75-3-5,"Complex 75-3, Pad 5, Vandenberg AFB",-,-120.6188,34.7523,0.0050,USAF,-                -,,-
V,ABRESA1,576A1,LP,,1965 Jun  8,1971 Apr  5,V     ABRESA1,"Complex ABRES-A, Pad 1, Vandenberg AFB",-,-120.5930,34.7741,0.0050,USAF,-                -,,-
V,ABRESA2,576A2,LP,,1965 Aug  5,1969 Mar 18,V     ABRESA2,"Complex ABRES-A, Pad 2, Vandenberg AFB",-,-120.5886,34.7740,0.0050,USAF,-                -,,-
V,ABRESA3,576A3,LP,,1965 Jun 10,1971 Jun 29,V     ABRESA3,"Complex ABRES-A, Pad 3, Vandenberg AFB",-,-120.5919,34.7783,0.0050,USAF,-                -,,-
V,ABRESB1,576B1,LP,,1965 Jul  1,1966 Jun 10,V     ABRESB1,"Complex ABRES-B, Pad 1, Vandenberg AFB",-,-120.5870,34.7896,0.0050,USAF,-                -,,-
V,ABRESB2,576B2,LP,,1965 Jun  3,1967 Nov  7,V     ABRESB2,"Complex ABRES-B, Pad 2, Vandenberg AFB",-,-120.5829,34.7868,0.0050,USAF,-                -,,-
V,ABRESB3,576B3,LP,,1965 May 28,1967 Oct 11,V     ABRESB3,"Complex ABRES-B, Pad 3, Vandenberg AFB",-,-120.5865,34.7893,0.0050,USAF,-                -,,-
V,BMRSA1,576A1,LP,,1971 Sep  1,1974 Sep  8,V     BMRSA1,"Complex BMRS-A, Pad 1, Vandenberg AFB",-,-120.5930,34.7741,0.0050,USAF,-                -,,-
V,BMRSA2,576A2,LP,,1971 Aug  7,1971 Aug  7,V     BMRSA2,"Complex BMRS-A, Pad 2, Vandenberg AFB",-,-120.5886,34.7740,0.0050,USAF,-                -,,-
V,BMRSA3,576A3,LP,,1973 Aug 29,1989 Oct  5,V     BMRSA3,"Complex BMRS-A, Pad 3, Vandenberg AFB",-,-120.5919,34.7783,0.0050,USAF,-                -,,-
V,BOM-1,-,LP,,-,-,V     BOM-1,"BOMARC launcher 1, Vandenberg AFB",-,-,-,,USAF,,,-
V,BOM-2,-,LP,,-,-,V     BOM-2,"BOMARC launcher 2, Vandenberg AFB",-,-,-,,USAF,,,-
V,LE-6,75-2-6,LP,,1967 Jun 29,1967 Oct 11,V     LE-6,"Launch Emplacement 6, Vandenberg AFB",-,-120.6172,34.7612,0.0500,USAF,-                -,,-
V,LE-7,75-2-7,LP,,1961 Sep  6,1962 Mar 19,V     LE-7,"Launch Emplacement 7, Vandenberg AFB",-,-120.6139,34.7592,0.0500,USAF,-                -,,-
V,LE-8,75-2-8,LP,,1961 Dec  6,1962 Jun 19,V     LE-8,"Launch Emplacement 8, Vandenberg AFB",-,-120.6147,34.7633,0.0050,USAF,-                -,,-
V,LF02,394A1,LP,,1964 Jan 16,*,V     LF02,"Launch Facility 02, Vandenberg AFB",-,-120.5740,34.8420,0.0050,USAF,-                -,,-
V,LF03,394A2,LP,,1964 Jan 29,*,V     LF03,"Launch Facility 03, Vandenberg AFB",-,-120.5699,34.8427,0.0050,USAF,-                -,,-
V,LF04,394A3,LP,,1964 Jan 23,*,V     LF04,"Launch Facility 04, Vandenberg AFB",-,-120.5968,34.8567,0.0050,USAF,-                -,,-
V,LF05,394A4,LP,,1964 Feb 29,*,V     LF05,"Launch Facility 05, Vandenberg AFB",-,-120.5984,34.8592,0.0050,USAF,-                -,,-
V,LF06,394A5,LP,,1964 Feb 11,*,V     LF06,"Launch Facility 06, Vandenberg AFB",-,-120.6220,34.8811,0.0050,USAF,-                -,,-
V,LF07,394A6,LP,,1964 Jan 10,1987 Nov  9,V     LF07,"Launch Facility 07, Vandenberg AFB","Vandenberg AFB, California",-120.6212,34.8847,0.0050,USAF,-                -,,-
V,LF08,394A7,LP,,1964 Aug 21,1991 Jun 11,V     LF08,"Launch Facility 08, Vandenberg AFB",-,-120.5862,34.8468,0.0050,USAF,-                -,,-
V,LF08/Rail,-,LP,,1994 Feb  4,1994 Feb  4,V     LF08/Rail,"Launch Facility 08 (Rail), Vandenberg AFB",-,-120.5860,34.8470,0.0090,USAF,-                -,,-
V,LF09,-,LP,,1964 Jun 29,*,V     LF09,"Launch Facility 09, Vandenberg AFB",-,-120.6220,34.8777,0.0050,USAF,-                -,,-
V,LF10,-,LP,,1987 Jul 12,*,V     LF10,"Launch Facility 10, Vandenberg AFB",-,-120.6057,34.8715,0.0200,USAF,-                -,,-
V,LF21,-,LP,,1965 Aug 18,1980 Mar 27,V     LF21,"Launch Facility 21, Vandenberg AFB",-,-120.5821,34.8578,0.0050,USAF,-                -,,-
V,LF22,-,LP,,1965 Oct  6,1975 Dec 17,V     LF22,"Launch Facility 22, Vandenberg AFB  (=LF10?)",-,-120.5829,34.8468,0.0050,USAF,-                -,,-
V,LF23,-,LP,,1966 Aug 26,1966 Aug 26,V     LF23,"Launch Facility 23, Vandenberg AFB",-,-120.5862,34.8523,0.0050,USAF,-                -,,-
V,LF24,-,LP,,1965 Dec 15,1971 May 18,V     LF24,"Launch Facility 24, Vandenberg AFB",-,-120.5903,34.8537,0.0050,USAF,-                -,,-
V,LF25,-,LP,,1966 Feb 16,1976 Mar  6,V     LF25,"Launch Facility 25, Vandenberg AFB",-,-120.6172,34.8811,0.0050,USAF,-                -,,-
V,LF26,-,LP,,1966 Jan 18,*,V     LF26,"Launch Facility 26, Vandenberg AFB",-,-120.6237,34.8879,0.0050,USAF,-                -,,-
V,LF7632,-,LP,,-,-,V     LF7632,"Launch Facility 7632, Vandenberg AFB",-,,,,USAF,-                -,,-
V,OSTF,576-F,LP,,1960 Dec  3,1963 Jul 26,V     OSTF,"Operational Silo Test Facility, Vandenberg AFB",-,-120.5800,34.7900,0.0200,USAF,-                -,,-
V,OSTF1,576-F,LP,,1960 Dec  3,1963 Jul 26,V     OSTF1,"Operational Silo Test Facility 1, Vandenberg AFB",-,-120.5797,34.7937,0.0050,USAF,-                -,,-
V,OSTF2,576-G,LP,,1962 Aug 10,1963 Dec 18,V     OSTF2,"Operational Silo Test Facility 2, Vandenberg AFB",-,-120.5511,34.8192,0.0050,USAF,-                -,,-
V,SLTF,-,LP,,1961 May  3,1961 May  3,V     SLTF,"Silo Lift Test Facility, Vandenberg AFB",-,-120.5405,34.8016,0.0050,USAF,-                -,,-
VS,PALC-A,LC-A,LP,,1964 Jul,1965,V     PALC-A,"Point Arguello Launch Complex A, Vandenberg AFB",-,-120.5992,34.6591,0.0050,USAF,-                -,,-
VS,PALC-B,LC-B,LP,,1964 Jul,1965,V     PALC-B,"Point Arguello Launch Complex B, Vandenberg AFB",-,-120.6017,34.6523,0.0050,USAF,-                -,,-
VS,PALC-C,LC-C,LP,,1964 Jul  1,1972 Oct 11,V     PALC-C,"Point Arguello Launch Complex C, Vandenberg AFB",-,-120.6269,34.6057,0.0050,USAF,-                -,,-
VS,PALC-D,LC-D,LP,,1964 Jul  1,1966 May 19,V     PALC-D,"Point Arguello Launch Complex D, Vandenberg AFB",-,-120.6234,34.6043,0.0050,USAF,-                -,,-
VS,PALC1-1,LC1-1,LP,,1964 Jul  1,1966 May 24,V     PALC1-1,"Point Arguello Launch Complex 1-1, Vandenberg AFB",-,-120.5911,34.6400,0.0050,USAF,-                -,,-
VS,PALC1-2,LC1-2,LP,,1964 Jul  1,1966 Jun  9,V     PALC1-2,"Point Arguello Launch Complex 1-2, Vandenberg AFB",-,-120.5878,34.6359,0.0050,USAF,-                -,,-
VS,PALC2-3,LC2-3,LP,,1964 Jul  1,1965 Mar 12,V     PALC2-3,"Point Arguello Launch Complex 2-3, Vandenberg AFB",-,-120.6139,34.6290,0.0050,USAF,-                -,,-
VS,PALC2-4,LC2-4,LP,,1964 Jul  1,1966 Jun  3,V     PALC2-4,"Point Arguello Launch Complex 2-4, Vandenberg AFB",-,-120.6090,34.6276,0.0050,USAF,-                -,,-
VS,PLC-C,LC-C,LP,,1975 Aug 14,1975 Dec 12,V     PLC-C,"Probe Launch Complex C, Vandenberg AFB",-,-120.6269,34.6057,0.0050,USAF,-                -,,-
V,TP-01,-,LP,,1983 Jun 17,1991 Apr 18,V     TP-01,"Silo TP-01, Vandenberg AFB",-,-120.6000,34.8000,0.1000,USAF,-                -,,-
V,SLC1E,75-3-5,LP,,1967 May  9,1968 Sep 18,V     SLC1E,"Space Launch Complex 1-East, Vandenberg AFB",-,-120.6188,34.7523,0.0050,USAF,-                -,,-
V,SLC1W,75-3-4,LP,,1966 Aug  9,1971 Dec 14,V     SLC1W,"Space Launch Complex 1-West, Vandenberg AFB",-,-120.6237,34.7550,0.0050,USAF,-                -,,-
V,SLC2E,75-1-1,LP,,1966 Oct  2,1972 Mar 12,V     SLC2E,"Space Launch Complex 2-East, Vandenberg AFB",-,-120.6106,34.7468,0.0050,NASA,-                -,,-
V,SLC2W,75-1-2,LP,,1966 Dec 29,*,V     SLC2W,"Space Launch Complex 2-West, Vandenberg AFB",-,-120.6155,34.7523,0.0050,USAF,-                -,,-
V2HAAG,LP1,-,LP,DR,-,-,V2 Haag,V-2 launch area near Den Haag-Wassenaar,-,4.3799,52.1302,0.0100,WEHR,-                -,,UNKV2
V2HAAG,LP2,-,LP,DR,-,-,V2 Haag,V-2 launch area near Den Haag-Wassenaar,-,4.3693,52.1200,0.0100,WEHR,-                -,,UNKV2
V2HAAG,LP3,-,LP,DR,1945 Mar  3,1945 Mar,V2 Haag,"V-2 launch area at Duindigt Race Course, Den Haag",-,4.3448,52.1067,0.0002,WEHR,-                -,,UNKV2
V2STAV,LP1,-,LP,DR,-,-,V2 Rijs,"V-2 launch area, Rijs wood, Friesland",-,5.4838,52.8563,0.0002,WEHR,-                -,,UNKV2
VS,SLC3E,LC1-2,LP,,1966 Aug 19,*,V     SLC3E,"Space Launch Complex 3-East, Vandenberg AFB",-,-120.5878,34.6359,0.0050,USAF,-                -,,-
VS,SLC3W,LC1-1,LP,,1966 Sep 20,1995 Mar 24,V     SLC3W,"Space Launch Complex 3-West, Vandenberg AFB",-,-120.5911,34.6400,0.0050,USAF,-                -,,-
VS,SLC4E,LC2-4,LP,,1966 Jul 12,*,V     SLC4E,"Space Launch Complex 4-East, Vandenberg AFB","Vandenberg AFB, California",-120.6090,34.6276,0.0050,USAF,-                -,,-
VS,SLC4W,LC2-3,LP,,1966 Jul 29,*,V     SLC4W,"Space Launch Complex 4-West, Vandenberg AFB",-,-120.6139,34.6290,0.0050,USAF,-                -,,-
VS,SLC5,LC-D,LP,,1966 Aug  4,1994 May  9,V     SLC5,"Space Launch Complex 5, Vandenberg AFB",-,-120.6234,34.6043,0.0050,NASA,-                -,,-
VS,SLC6,-,LP,,1966,*,V     SLC6,"Space Launch Complex 6, Vandenberg AFB",-,-120.6253,34.5783,0.0500,USAF,-                -,,-
V,SLC10W,75-2-6,LP,,1968 May 23,1980 Jul 15,V     SLC10W,"Space Launch Complex 10-West, Vandenberg AFB",-,-120.6172,34.7612,0.0500,USAF,-                -,,-
V,SLC10E,75-2-7,LP,,1968 May 23,1968 May 23,V     SLC10E,"Space Launch Complex 10-East, Vandenberg AFB",-,-120.6139,34.7592,0.0500,USAF,-                -,,-
VS,SLC8,-,LP,,1999 Dec,*,V     SLC8,"Commercial Space Launch Facility, California Spaceport, Vandenberg AFB",-,-120.6324,34.5764,0.0010,SSI,-                -,,-
VLAD,PL1,-,LP,,1950,*,VLAD  PL1,"PL 1, Vladimirovka Poligon",-,46.2000,48.4000,0.1000,VVS,-                -,,-
WAKE,T,-,LP,,2015,*,WAKE  -,"THAAD Launcher, Wake Island",-,166.6539,19.2728,0.0001,USAF,-                -,,-
WC,CB,-,LP,,1964 Apr  1,1964 Dec 11,WC    CB,"Little Carter Bay, Bahama Is. (Same as Walker Cay?)",-,-78.4200,27.2800,0.0200,USAF?,-                -,,-
WEN,LC101,-,LP,,2016,*,WEN,"CZ-5 pad, Wenchang Space Center, Hainan",-,110.9511,19.6143,0.0001,CN,-                -,,-
WEN,LC201,-,LP,,2016,*,WEN,"CZ-7 pad, Wenchang Space Center, Hainan",-,110.9555,19.6185,0.0001,CN,-                -,,-
WI,AMGD,-,LP,,1990,-,WI    AMGD,"Advanced Gun, Wallops Island",-,-75.5000,37.8500,0.0500,NASA,-                -,,-
WI,LA0,-,LP,,1980?,1995?,WI    LA0,"Pad 0, Wallops Flight Facility",-,-75.4894,37.8316,0.0001,NASA,-                -,,-
WI,LA0 HAD,-,LP,,1995,*,WI    LA0 HAD,"Launch Area 0, HAD launcher",-,-75.4894,37.8316,0.0001,NASA,-                -,,-
WI,LA0 ARC,-,LP,,1995,*,WI    LA0 ARC,"Launch Area 0, ARC launcher",-,-75.4894,37.8316,0.0010,NASA,-                -,,-
WI,LA0A,-,LP,,1995,2006,WI    LA0A,"Launch Area 0A, Wallops Flight Facility",-,-75.4901,37.8315,0.0001,NASA,-                -,,-
MARS,Pad 0B,-,LP,,2006,*,WI    LA0B,"Launch Area 0B, Mid-Atlantic Regional Spaceport, Wallops Island",-,-75.4900,37.8300,0.0200,NASA,-                -,,-
MARS,Pad 0A,-,LP,,2006,*,WI    LA0A,"Launch Area 0A, Wallops Flight Facility",-,-75.4901,37.8315,0.0001,NASA,-                -,,-
WI,LA1,-,LP,,1950?,*,WI    LA1,"Aerobee Launcher, Launch Area 1, Wallops Flight Facility",-,-75.4861,37.8352,0.0001,NASA,-                -,,-
WI,LA1 AML,-,LP,,1950?,*,WI    LA1 AML,"AML 50K Launcher, Launch Area 1, Wallops Flight Facility",-,-75.4871,37.8352,0.0001,NASA,-                -,,-
WI,LA2,-,LP,,1950?,*,WI    LA2,"Launch Area 2, Wallops Flight Facility",-,-75.4834,37.8376,0.0001,NASA,-                -,,-
WI,LA2A,-,LP,,1950?,*,WI    LA2,"Launch Area 2A, Wallops Flight Facility",-,-75.4834,37.8376,0.0001,NASA,-                -,,-
WI,LA2 MRL,-,LP,,1950?,*,WI    LA2 MRL,"MRL Launcher, Launch Area 2, Wallops Flight Facility",-,-75.4834,37.8376,0.0020,NASA,-                -,,-
WI,LA2 MLN,-,LP,,1950?,*,WI    LA2 MLN,"Military Launcher North, Launch Area 2, Wallops Flight Facility",-,-75.4834,37.8376,0.0001,NASA,-                -,,-
WI,LA2 MLS,-,LP,,1950?,*,WI    LA2 MLS,"Military Launcher South, Launch Area 2, Wallops Flight Facility",-,-75.4835,37.8374,0.0001,NASA,-                -,,-
WI,LA2 AML1,-,LP,,1950?,*,WI    LA2 AML-1,"Thiokol AML-1 North, Launch Area 2, Wallops Flight Facility",-,-75.4828,37.8381,0.0001,NASA,-                -,,-
WI,LA2 AML2,-,LP,,1950?,*,WI    LA2 AML-2,"Thiokol AML-2 South, Launch Area 2, Wallops Flight Facility",-,-75.4830,37.8379,0.0001,NASA,-                -,,-
WI,LA2 HAD,-,LP,,1950?,*,WI    LA2 HAD,"HAD Launcher, Launch Area 2, Wallops Flight Facility",-,-75.4826,37.8383,0.0001,NASA,-                -,,-
WI,LA2 ARC,-,LP,,1950?,*,WI    LA2 ARC,"ARC Launcher, Launch Area 2, Wallops Flight Facility",-,-75.4841,37.8380,0.0001,NASA,-                -,,-
WI,LA2 RAG,-,LP,,1950?,*,WI    LA2 RAG,"RAG Launcher, Launch Area 2A, Wallops Flight Facility",-,-75.4824,37.8386,0.0001,NASA,-                -,,-
WI,LA2 JUP,-,LP,,1950?,*,WI    LA2 JUP,"Jupiter Launcher, Launch Area 2A, Wallops Flight Facility",-,-75.4820,37.8394,0.0001,NASA,-                -,,-
WI,LA3,-,LP,,1960,1970,WI    LA3,"Mk I Launcher, Launch Area 3, Wallops Flight Facility",-,-75.4725,37.8503,0.0010,NASA,-                -,,-
WI,LA3 HAD,-,LP,,1970?,*,WI    LA3 HAD,"HAD Launcher, Launch Area 3, Wallops Flight Facility",-,-75.4725,37.8494,0.0001,NASA,-                -,,-
WI,LA3A,-,LP,,1964,1995,WI    LA3A,"Mk II Launcher, Launch Area 3, Wallops Flight Facility",-,-75.4736,37.8480,0.0001,NASA,-                -,,-
WI,LA3B,-,LP,,1970?,*,WI    LA3B,"20K AML launcher, Pad 3B, Launch Area 3, Wallops Flight Facility",-,-75.4725,37.8494,0.0001,NASA,-                -,,-
WI,LA4,-,LP,,1950?,*,WI    LA4,"Launch Area 4, Wallops Flight Facility",-,-75.4702,37.8508,0.0001,NASA,-                -,,-
WI,LA4 MAST,-,LP,,1950?,*,WI    LA4 MAST,"MAST launcher, Launch Area 4, Wallops Flight Facility",-,-75.4702,37.8508,0.0001,NASA,-                -,,-
WI,LA1 ML,-,LP,,1950?,*,WI    LA4 ML,"Military Launcher, Launch Area 4, Wallops Flight Facility",-,-75.4698,37.8510,0.0001,NASA,-                -,,-
WI,LA1 HAD,-,LP,,1950?,*,WI    LA4 HAD,"HAD launcher, Launch Area 4, Wallops Flight Facility",-,-75.4696,37.8511,0.0001,NASA,-                -,,-
WI,LA5,-,LP,,1950?,*,WI    LA5,"Launch Area 5, Wallops Flight Facility",-,-75.4681,37.8529,0.0001,NASA,-                -,,-
WI,RW04/22,-,LP,,1958,*,WI    RW04/22,"RW04/22, WFF Research Airport, Wallops Main Base, Virginia",-,-75.4633,37.9383,0.0001,NASA,-                -,,-
WI,RW22,-,LP,,1958,*,WI    RW04/22,"RW04/22, WFF Research Airport, Wallops Main Base, Virginia",-,-75.4633,37.9383,0.0001,NASA,-                -,,-
WI,5IN,-,LP,,-,-,WI    5IN,5 Inch Naval Gun,-,-,-,,USN,,,-
WI,7IN,-,LP,,-,-,WI    7IN,"7-inch naval gun, WI",-,-,-,,USN,,,-
WLK,579-1,-,LP,,-,-,WLK   579-1,"Silo 579-1, Walker AFB",-,,,,USAF,-                -,,-
WLK,579-2,-,LP,,-,-,WLK   579-2,"Silo 579-2, Walker AFB",-,,,,USAF,-                -,,-
WLK,579-5,-,LP,,-,-,WLK   579-5,"Silo 579-5, Walker AFB",-,,,,USAF,-                -,,-
WONSAN,LP1,-,LP,,-,-,WONSAN LP1,"Kalma Airport, Wonsan/Kittaeryong (Gitdaeryung), Kangwon-do",-,127.4950,39.1570,0.0010,CMIK,-                -,,-
WONSAN,LP2,-,LP,,-,-,WONSAN LP2,"Masikryon Ski Resort, Wonsan/Kittaeryong (Gitdaeryung), Kangwon-do",-,127.2503,39.0660,0.0010,CMIK,-                -,,-
WONSAN,LP3,-,LP,,-,-,WONSAN LP3,"North Wonsan launch aera, Wonsan, Kangwon-do",-,127.5369,39.4017,0.0010,CMIK,-                -,,-
WOO,LA1,-,LP,,1948,*,WOO   LA1,"LA1, Woomera Range, South Australia",-,136.5000,-30.9250,0.1000,WRE,-                -,,-
WOO,LA2,-,LP,,1948,*,WOO   LA2,"LA2, Woomera Range, South Australia",-,136.5000,-30.9250,0.0020,WRE,-                -,,-
WOO,LA2 SL,-,LP,,1957,*,WOO   LA2 SL,"Skylark launcher, LA2, Woomera Range, South Australia",-,136.5000,-30.9250,0.0020,WRE,-                -,,-
WOO,LA2 LT,-,LP,,1957,*,WOO   LA2 LT,"Long Tom launcher, LA2, Woomera Range, South Australia",-,136.5000,-30.9250,0.0020,WRE,-                -,,-
WOO,LA2 D,-,LP,,1957,*,WOO   LA2 D,"Moraba mobile launcher, LA2, Woomera Range, South Australia",-,136.5000,-30.9250,0.0020,WRE,-                -,,-
WOO,LA2 HRV,-,LP,,1957,1980,WOO   LA2 HRV,"Hypersonic launcher, LA2, Woomera Range, South Australia",-,136.5000,-30.9250,0.0020,WRE,-                -,,-
WOO,LA2 N,-,LP,,1957,*,WOO   LA2 N,"Nike Launcher, LA2, Woomera Range, South Australia",-,136.5000,-30.9250,0.0020,WRE,-                -,,-
